conversion_event_id,performance_id,date,conversion_type,conversions,conversion_value_usd,attribution_window_day
CNV_00001710,PERF_00009964,2026-01-31,Add to Cart,1,27.0983,1
CNV_00001711,PERF_00009968,2026-01-31,Signup,7,128.5535,7
CNV_00001712,PERF_00009970,2026-01-31,Lead,1,22.8392,28
CNV_00001713,PERF_00009974,2026-01-31,Add to Cart,1,18.8817,28
CNV_00001714,PERF_00009981,2026-01-31,Add to Cart,1,32.3599,7
CNV_00001715,PERF_00009982,2026-01-31,Lead,2,85.796,14
CNV_00001716,PERF_00009984,2026-01-31,Signup,2,42.5239,7
CNV_00001717,PERF_00009990,2026-01-31,Lead,4,103.6727,7
CNV_00001718,PERF_00009991,2026-01-31,Signup,7,34.7805,14
CNV_00001719,PERF_00009994,2026-01-31,Signup,17,384.2669,14
CNV_00001720,PERF_00009995,2026-01-31,Signup,5,101.5488,7
CNV_00001721,PERF_00009997,2026-01-31,Signup,8,170.614,14
CNV_00001722,PERF_00009998,2026-01-31,Add to Cart,6,202.3863,1
CNV_00001723,PERF_00010000,2026-01-31,Purchase,1,105.4753,1
CNV_00001724,PERF_00010008,2026-01-31,Signup,2,19.0133,14
CNV_00001725,PERF_00010011,2026-01-31,Purchase,9,926.6745,7
CNV_00001726,PERF_00010019,2026-01-31,Purchase,2,96.7657,7
CNV_00001727,PERF_00010020,2026-01-31,Lead,5,58.1438,1
CNV_00001728,PERF_00010021,2026-01-31,Purchase,11,562.9687,7
CNV_00001729,PERF_00010022,2026-01-31,Signup,7,45.7993,7
CNV_00001730,PERF_00010023,2026-01-31,Purchase,5,321.5682,1
CNV_00001731,PERF_00010027,2026-01-31,Signup,1,11.3706,7
CNV_00001732,PERF_00010029,2026-01-31,Signup,2,43.1724,7
CNV_00001733,PERF_00010037,2026-01-31,Signup,5,105.0657,28
CNV_00001734,PERF_00010041,2026-01-31,Purchase,3,257.8468,7
CNV_00001735,PERF_00010042,2026-01-31,Lead,4,145.8045,7
CNV_00001736,PERF_00010045,2026-01-31,Lead,2,89.8305,7
CNV_00001737,PERF_00010047,2026-01-31,Add to Cart,6,208.5411,14
CNV_00001738,PERF_00010052,2026-01-31,Purchase,1,28.368,7
CNV_00001739,PERF_00010053,2026-01-31,Lead,1,35.9452,7
CNV_00001740,PERF_00010055,2026-01-31,Purchase,1,43.3131,1
CNV_00001741,PERF_00010056,2026-01-31,Lead,2,28.9419,7
CNV_00001742,PERF_00010060,2026-01-31,Purchase,13,516.8469,14
CNV_00001743,PERF_00010062,2026-01-31,Signup,5,81.4875,1
CNV_00001744,PERF_00010069,2026-01-31,Add to Cart,4,81.9966,7
CNV_00001745,PERF_00010087,2026-01-31,Add to Cart,2,34.1388,7
CNV_00001746,PERF_00010090,2026-01-31,Signup,1,20.5194,7
CNV_00001747,PERF_00010100,2026-01-31,Purchase,1,79.3387,1
CNV_00001748,PERF_00010115,2026-01-31,Purchase,1,110.841,7
CNV_00001749,PERF_00010139,2026-01-31,Lead,2,49.6582,7
CNV_00001750,PERF_00010145,2026-01-31,Purchase,4,296.4197,1
CNV_00001751,PERF_00010164,2026-01-31,Signup,1,16.5235,1
CNV_00001752,PERF_00010175,2026-01-31,Purchase,5,271.8378,7
CNV_00001753,PERF_00010181,2026-01-31,Add to Cart,2,31.1682,14
CNV_00001754,PERF_00010186,2026-01-31,Signup,1,13.0198,28
CNV_00001755,PERF_00010191,2026-01-31,Signup,1,10.4064,14
CNV_00001756,PERF_00010203,2026-02-01,Purchase,2,166.6952,14
CNV_00001757,PERF_00010218,2026-02-01,Signup,6,96.4607,1
CNV_00001758,PERF_00010220,2026-02-01,Purchase,4,127.3468,1
CNV_00001759,PERF_00010221,2026-02-01,Purchase,4,427.1564,1
CNV_00001760,PERF_00010225,2026-02-01,Signup,1,23.0865,7
CNV_00001761,PERF_00010226,2026-02-01,Signup,4,51.0908,7
CNV_00001762,PERF_00010227,2026-02-01,Signup,5,48.63,7
CNV_00001763,PERF_00010251,2026-02-01,Purchase,1,27.0928,7
CNV_00001764,PERF_00010268,2026-02-01,Signup,4,37.6504,14
CNV_00001765,PERF_00010269,2026-02-01,Signup,1,18.3893,14
CNV_00001766,PERF_00010270,2026-02-01,Purchase,3,107.7613,1
CNV_00001767,PERF_00010293,2026-02-01,Signup,1,21.5941,14
CNV_00001768,PERF_00010295,2026-02-01,Lead,3,28.985,7
CNV_00001769,PERF_00010297,2026-02-01,Signup,12,145.7266,14
CNV_00001770,PERF_00010299,2026-02-01,Lead,10,373.4201,7
CNV_00001771,PERF_00010303,2026-02-01,Signup,2,10.8029,28
CNV_00001772,PERF_00010315,2026-02-01,Signup,2,23.9349,7
CNV_00001773,PERF_00010328,2026-02-01,Purchase,18,1150.2276,14
CNV_00001774,PERF_00010329,2026-02-01,Add to Cart,7,238.8499,28
CNV_00001775,PERF_00010330,2026-02-01,Lead,8,172.1182,1
CNV_00001776,PERF_00010331,2026-02-01,Add to Cart,6,122.3124,14
CNV_00001777,PERF_00010332,2026-02-01,Purchase,2,231.6858,7
CNV_00001778,PERF_00010333,2026-02-01,Signup,2,43.4043,7
CNV_00001779,PERF_00010334,2026-02-01,Signup,4,99.7719,14
CNV_00001780,PERF_00010335,2026-02-01,Signup,7,132.7069,7
CNV_00001781,PERF_00010336,2026-02-01,Purchase,3,234.8243,14
CNV_00001782,PERF_00010337,2026-02-01,Purchase,2,54.4052,1
CNV_00001783,PERF_00010338,2026-02-01,Purchase,2,196.5932,14
CNV_00001784,PERF_00010339,2026-02-01,Add to Cart,2,59.8332,14
CNV_00001785,PERF_00010340,2026-02-01,Lead,1,14.4597,14
CNV_00001786,PERF_00010345,2026-02-01,Add to Cart,2,52.3098,14
CNV_00001787,PERF_00010349,2026-02-01,Purchase,2,239.196,7
CNV_00001788,PERF_00010355,2026-02-01,Purchase,3,288.5375,28
CNV_00001789,PERF_00010360,2026-02-01,Lead,3,103.5398,28
CNV_00001790,PERF_00010361,2026-02-01,Purchase,2,122.2691,7
CNV_00001791,PERF_00010363,2026-02-01,Add to Cart,7,42.7323,1
CNV_00001792,PERF_00010365,2026-02-01,Lead,6,240.8094,1
CNV_00001793,PERF_00010366,2026-02-01,Add to Cart,3,59.1855,7
CNV_00001794,PERF_00010367,2026-02-01,Lead,3,39.3836,7
CNV_00001795,PERF_00010382,2026-02-01,Purchase,15,519.1252,1
CNV_00001796,PERF_00010383,2026-02-01,Lead,2,56.7888,28
CNV_00001797,PERF_00010384,2026-02-01,Purchase,1,93.5462,7
CNV_00001798,PERF_00010387,2026-02-01,Purchase,8,442.0309,14
CNV_00001799,PERF_00010388,2026-02-01,Lead,2,67.0844,1
CNV_00001800,PERF_00010389,2026-02-01,Lead,3,46.7203,7
CNV_00001801,PERF_00010390,2026-02-01,Lead,5,147.829,1
CNV_00001802,PERF_00010393,2026-02-01,Lead,1,24.0451,7
CNV_00001803,PERF_00010395,2026-02-01,Purchase,2,203.7708,7
CNV_00001804,PERF_00010401,2026-02-01,Add to Cart,1,19.7795,7
CNV_00001805,PERF_00010402,2026-02-01,Add to Cart,1,30.6039,14
CNV_00001806,PERF_00010425,2026-02-01,Purchase,3,234.8221,7
CNV_00001807,PERF_00010431,2026-02-01,Signup,1,10.5654,7
CNV_00001808,PERF_00010436,2026-02-01,Lead,1,41.5282,14
CNV_00001809,PERF_00010473,2026-02-01,Purchase,7,184.7809,7
CNV_00001810,PERF_00010478,2026-02-01,Lead,2,35.2071,7
CNV_00001811,PERF_00010484,2026-02-01,Add to Cart,1,19.8297,7
CNV_00001812,PERF_00010486,2026-02-01,Add to Cart,1,33.5117,1
CNV_00001813,PERF_00010494,2026-02-01,Signup,3,26.5229,1
CNV_00001814,PERF_00010495,2026-02-01,Purchase,2,199.2935,14
CNV_00001815,PERF_00010498,2026-02-01,Lead,1,41.4586,14
CNV_00001816,PERF_00010500,2026-02-01,Purchase,3,227.9956,7
CNV_00001817,PERF_00010503,2026-02-01,Purchase,9,709.2977,14
CNV_00001818,PERF_00010504,2026-02-01,Purchase,4,357.4132,1
CNV_00001819,PERF_00010519,2026-02-01,Signup,1,11.825,1
CNV_00001820,PERF_00010520,2026-02-01,Add to Cart,1,22.1705,1
CNV_00001821,PERF_00010530,2026-02-02,Purchase,4,301.0664,7
CNV_00001822,PERF_00010533,2026-02-02,Lead,3,53.6604,14
CNV_00001823,PERF_00010534,2026-02-02,Signup,2,8.073,7
CNV_00001824,PERF_00010538,2026-02-02,Signup,2,10.0148,7
CNV_00001825,PERF_00010539,2026-02-02,Purchase,2,239.1132,28
CNV_00001826,PERF_00010544,2026-02-02,Signup,3,61.0511,7
CNV_00001827,PERF_00010545,2026-02-02,Lead,3,96.5073,14
CNV_00001828,PERF_00010547,2026-02-02,Signup,1,3.7426,28
CNV_00001829,PERF_00010577,2026-02-02,Purchase,1,92.8403,7
CNV_00001830,PERF_00010600,2026-02-02,Purchase,1,19.1448,7
CNV_00001831,PERF_00010605,2026-02-02,Lead,2,40.1997,1
CNV_00001832,PERF_00010608,2026-02-02,Add to Cart,1,20.519,1
CNV_00001833,PERF_00010615,2026-02-02,Lead,1,38.2765,28
CNV_00001834,PERF_00010619,2026-02-02,Purchase,6,698.2481,7
CNV_00001835,PERF_00010620,2026-02-02,Lead,8,165.6196,1
CNV_00001836,PERF_00010621,2026-02-02,Purchase,7,418.0387,1
CNV_00001837,PERF_00010622,2026-02-02,Lead,6,211.9191,7
CNV_00001838,PERF_00010623,2026-02-02,Signup,5,73.9427,14
CNV_00001839,PERF_00010626,2026-02-02,Lead,1,18.5992,1
CNV_00001840,PERF_00010627,2026-02-02,Signup,6,92.6994,7
CNV_00001841,PERF_00010628,2026-02-02,Add to Cart,1,18.1227,1
CNV_00001842,PERF_00010632,2026-02-02,Purchase,2,112.6586,1
CNV_00001843,PERF_00010634,2026-02-02,Add to Cart,1,28.4611,28
CNV_00001844,PERF_00010635,2026-02-02,Lead,3,85.6468,14
CNV_00001845,PERF_00010636,2026-02-02,Purchase,4,81.1395,7
CNV_00001846,PERF_00010639,2026-02-02,Purchase,5,384.6334,14
CNV_00001847,PERF_00010643,2026-02-02,Purchase,2,219.0216,14
CNV_00001848,PERF_00010654,2026-02-02,Lead,2,47.9787,7
CNV_00001849,PERF_00010657,2026-02-02,Purchase,4,354.5543,1
CNV_00001850,PERF_00010660,2026-02-02,Add to Cart,4,23.293,1
CNV_00001851,PERF_00010662,2026-02-02,Lead,3,78.1488,14
CNV_00001852,PERF_00010665,2026-02-02,Lead,2,45.4009,7
CNV_00001853,PERF_00010667,2026-02-02,Lead,5,85.6867,7
CNV_00001854,PERF_00010668,2026-02-02,Add to Cart,1,10.4968,14
CNV_00001855,PERF_00010683,2026-02-02,Add to Cart,2,47.932,7
CNV_00001856,PERF_00010684,2026-02-02,Lead,6,62.9916,28
CNV_00001857,PERF_00010687,2026-02-02,Lead,11,303.3291,7
CNV_00001858,PERF_00010688,2026-02-02,Add to Cart,3,61.7683,1
CNV_00001859,PERF_00010689,2026-02-02,Purchase,1,48.993,7
CNV_00001860,PERF_00010691,2026-02-02,Add to Cart,6,73.0838,7
CNV_00001861,PERF_00010693,2026-02-02,Purchase,1,52.0679,7
CNV_00001862,PERF_00010697,2026-02-02,Purchase,1,94.0698,7
CNV_00001863,PERF_00010701,2026-02-02,Add to Cart,15,427.9099,1
CNV_00001864,PERF_00010702,2026-02-02,Add to Cart,2,23.8866,7
CNV_00001865,PERF_00010703,2026-02-02,Add to Cart,2,24.9956,7
CNV_00001866,PERF_00010704,2026-02-02,Purchase,1,92.6676,7
CNV_00001867,PERF_00010705,2026-02-02,Signup,2,25.4274,7
CNV_00001868,PERF_00010706,2026-02-02,Lead,3,104.6422,1
CNV_00001869,PERF_00010707,2026-02-02,Lead,2,22.5528,7
CNV_00001870,PERF_00010709,2026-02-02,Signup,1,18.2865,7
CNV_00001871,PERF_00010711,2026-02-02,Signup,5,63.5233,1
CNV_00001872,PERF_00010713,2026-02-02,Lead,3,40.3489,14
CNV_00001873,PERF_00010725,2026-02-02,Purchase,1,48.3443,7
CNV_00001874,PERF_00010729,2026-02-02,Signup,3,59.4506,7
CNV_00001875,PERF_00010732,2026-02-02,Signup,2,25.4464,1
CNV_00001876,PERF_00010733,2026-02-02,Purchase,5,142.0106,7
CNV_00001877,PERF_00010737,2026-02-02,Purchase,2,122.3,14
CNV_00001878,PERF_00010745,2026-02-02,Purchase,1,85.408,14
CNV_00001879,PERF_00010760,2026-02-02,Purchase,1,91.4349,1
CNV_00001880,PERF_00010764,2026-02-02,Purchase,1,51.7459,7
CNV_00001881,PERF_00010796,2026-02-02,Purchase,3,109.8186,1
CNV_00001882,PERF_00010806,2026-02-02,Lead,2,27.986,14
CNV_00001883,PERF_00010808,2026-02-02,Lead,9,210.5635,7
CNV_00001884,PERF_00010809,2026-02-02,Signup,2,19.7124,1
CNV_00001885,PERF_00010836,2026-02-02,Signup,1,18.555,1
CNV_00001886,PERF_00010839,2026-02-02,Purchase,1,111.5691,7
CNV_00001887,PERF_00010859,2026-02-02,Signup,1,14.0027,7
CNV_00001888,PERF_00010883,2026-02-03,Purchase,2,36.7361,7
CNV_00001889,PERF_00010889,2026-02-03,Add to Cart,1,15.9315,1
CNV_00001890,PERF_00010894,2026-02-03,Signup,3,21.034,1
CNV_00001891,PERF_00010899,2026-02-03,Lead,1,24.5554,7
CNV_00001892,PERF_00010900,2026-02-03,Purchase,4,390.7444,1
CNV_00001893,PERF_00010901,2026-02-03,Add to Cart,1,26.4852,7
CNV_00001894,PERF_00010903,2026-02-03,Signup,3,51.2418,1
CNV_00001895,PERF_00010916,2026-02-03,Signup,3,46.0197,14
CNV_00001896,PERF_00010936,2026-02-03,Signup,1,22.0353,1
CNV_00001897,PERF_00010942,2026-02-03,Signup,3,24.637,14
CNV_00001898,PERF_00010947,2026-02-03,Purchase,2,58.127,1
CNV_00001899,PERF_00010948,2026-02-03,Purchase,2,204.9268,7
CNV_00001900,PERF_00010949,2026-02-03,Purchase,1,80.3665,1
CNV_00001901,PERF_00010955,2026-02-03,Signup,2,37.2025,14
CNV_00001902,PERF_00010956,2026-02-03,Lead,2,33.0359,7
CNV_00001903,PERF_00010959,2026-02-03,Lead,2,53.5144,7
CNV_00001904,PERF_00010965,2026-02-03,Lead,4,38.1987,7
CNV_00001905,PERF_00010966,2026-02-03,Signup,8,151.5552,14
CNV_00001906,PERF_00010967,2026-02-03,Add to Cart,6,112.4032,14
CNV_00001907,PERF_00010968,2026-02-03,Signup,3,53.8536,14
CNV_00001908,PERF_00010970,2026-02-03,Signup,9,138.0283,7
CNV_00001909,PERF_00010972,2026-02-03,Purchase,3,180.0345,7
CNV_00001910,PERF_00010974,2026-02-03,Lead,2,48.5622,28
CNV_00001911,PERF_00010979,2026-02-03,Signup,8,59.4322,1
CNV_00001912,PERF_00010983,2026-02-03,Lead,2,82.3252,14
CNV_00001913,PERF_00010984,2026-02-03,Purchase,2,201.7907,7
CNV_00001914,PERF_00010993,2026-02-03,Add to Cart,1,17.2942,7
CNV_00001915,PERF_00010995,2026-02-03,Purchase,4,314.8976,28
CNV_00001916,PERF_00010996,2026-02-03,Lead,11,438.2423,7
CNV_00001917,PERF_00010997,2026-02-03,Lead,1,20.8276,7
CNV_00001918,PERF_00010998,2026-02-03,Lead,3,105.9002,28
CNV_00001919,PERF_00011000,2026-02-03,Signup,6,120.7724,1
CNV_00001920,PERF_00011001,2026-02-03,Signup,1,4.3159,14
CNV_00001921,PERF_00011005,2026-02-03,Purchase,3,118.3104,14
CNV_00001922,PERF_00011007,2026-02-03,Lead,1,32.623,7
CNV_00001923,PERF_00011008,2026-02-03,Purchase,4,345.5521,14
CNV_00001924,PERF_00011009,2026-02-03,Signup,2,34.2997,28
CNV_00001925,PERF_00011014,2026-02-03,Signup,13,91.2238,7
CNV_00001926,PERF_00011015,2026-02-03,Purchase,1,106.7627,7
CNV_00001927,PERF_00011024,2026-02-03,Purchase,1,35.2878,7
CNV_00001928,PERF_00011025,2026-02-03,Add to Cart,3,41.3527,7
CNV_00001929,PERF_00011037,2026-02-03,Lead,2,71.9557,1
CNV_00001930,PERF_00011041,2026-02-03,Lead,10,153.7472,14
CNV_00001931,PERF_00011044,2026-02-03,Purchase,2,118.246,7
CNV_00001932,PERF_00011045,2026-02-03,Lead,9,80.658,14
CNV_00001933,PERF_00011046,2026-02-03,Lead,5,134.8028,7
CNV_00001934,PERF_00011062,2026-02-03,Lead,1,16.6777,14
CNV_00001935,PERF_00011063,2026-02-03,Signup,9,211.7841,7
CNV_00001936,PERF_00011071,2026-02-03,Lead,3,40.9446,14
CNV_00001937,PERF_00011075,2026-02-03,Add to Cart,5,46.7686,1
CNV_00001938,PERF_00011079,2026-02-03,Purchase,1,87.2518,28
CNV_00001939,PERF_00011085,2026-02-03,Add to Cart,1,19.7978,1
CNV_00001940,PERF_00011088,2026-02-03,Signup,1,12.2463,7
CNV_00001941,PERF_00011091,2026-02-03,Signup,6,133.0141,7
CNV_00001942,PERF_00011092,2026-02-03,Purchase,1,19.2755,1
CNV_00001943,PERF_00011096,2026-02-03,Purchase,1,49.9963,7
CNV_00001944,PERF_00011146,2026-02-03,Add to Cart,4,126.2812,1
CNV_00001945,PERF_00011155,2026-02-03,Lead,1,30.4709,14
CNV_00001946,PERF_00011171,2026-02-03,Purchase,5,443.3846,28
CNV_00001947,PERF_00011175,2026-02-03,Signup,2,25.8089,7
CNV_00001948,PERF_00011176,2026-02-03,Purchase,2,47.9821,1
CNV_00001949,PERF_00011192,2026-02-03,Signup,1,19.6345,28
CNV_00001950,PERF_00011230,2026-02-04,Add to Cart,2,51.223,1
CNV_00001951,PERF_00011233,2026-02-04,Add to Cart,2,26.6396,28
CNV_00001952,PERF_00011234,2026-02-04,Add to Cart,5,72.6734,28
CNV_00001953,PERF_00011236,2026-02-04,Lead,8,269.1521,14
CNV_00001954,PERF_00011239,2026-02-04,Purchase,5,335.1267,1
CNV_00001955,PERF_00011284,2026-02-04,Add to Cart,3,38.7387,7
CNV_00001956,PERF_00011293,2026-02-04,Signup,8,86.8694,1
CNV_00001957,PERF_00011295,2026-02-04,Signup,1,14.0569,1
CNV_00001958,PERF_00011296,2026-02-04,Purchase,3,90.0616,1
CNV_00001959,PERF_00011314,2026-02-04,Lead,1,29.9081,1
CNV_00001960,PERF_00011323,2026-02-04,Lead,8,121.9812,7
CNV_00001961,PERF_00011324,2026-02-04,Purchase,2,156.2507,7
CNV_00001962,PERF_00011325,2026-02-04,Purchase,2,141.0613,1
CNV_00001963,PERF_00011326,2026-02-04,Signup,19,178.5484,14
CNV_00001964,PERF_00011327,2026-02-04,Add to Cart,2,17.4847,28
CNV_00001965,PERF_00011329,2026-02-04,Purchase,2,44.1308,1
CNV_00001966,PERF_00011332,2026-02-04,Add to Cart,3,88.5102,7
CNV_00001967,PERF_00011333,2026-02-04,Add to Cart,9,51.2917,28
CNV_00001968,PERF_00011335,2026-02-04,Purchase,3,240.0767,14
CNV_00001969,PERF_00011346,2026-02-04,Lead,2,72.1638,7
CNV_00001970,PERF_00011347,2026-02-04,Purchase,3,93.8121,7
CNV_00001971,PERF_00011349,2026-02-04,Purchase,6,587.4649,1
CNV_00001972,PERF_00011350,2026-02-04,Add to Cart,4,29.6434,7
CNV_00001973,PERF_00011351,2026-02-04,Lead,2,29.3989,1
CNV_00001974,PERF_00011354,2026-02-04,Lead,6,269.5939,28
CNV_00001975,PERF_00011356,2026-02-04,Add to Cart,1,13.2306,28
CNV_00001976,PERF_00011363,2026-02-04,Purchase,4,422.2374,7
CNV_00001977,PERF_00011364,2026-02-04,Lead,5,83.5747,7
CNV_00001978,PERF_00011365,2026-02-04,Purchase,4,382.1718,14
CNV_00001979,PERF_00011367,2026-02-04,Purchase,6,649.3368,1
CNV_00001980,PERF_00011368,2026-02-04,Add to Cart,5,147.5503,7
CNV_00001981,PERF_00011383,2026-02-04,Lead,12,120.8825,7
CNV_00001982,PERF_00011384,2026-02-04,Purchase,2,76.1429,7
CNV_00001983,PERF_00011385,2026-02-04,Purchase,3,192.8977,28
CNV_00001984,PERF_00011386,2026-02-04,Purchase,12,830.9259,28
CNV_00001985,PERF_00011388,2026-02-04,Purchase,14,587.6029,14
CNV_00001986,PERF_00011389,2026-02-04,Add to Cart,1,21.4732,7
CNV_00001987,PERF_00011391,2026-02-04,Lead,4,112.8844,7
CNV_00001988,PERF_00011392,2026-02-04,Purchase,3,358.7949,1
CNV_00001989,PERF_00011395,2026-02-04,Signup,3,74.1831,14
CNV_00001990,PERF_00011403,2026-02-04,Signup,1,13.6493,14
CNV_00001991,PERF_00011409,2026-02-04,Purchase,7,567.4241,1
CNV_00001992,PERF_00011410,2026-02-04,Signup,1,20.794,7
CNV_00001993,PERF_00011412,2026-02-04,Purchase,1,37.7145,28
CNV_00001994,PERF_00011443,2026-02-04,Purchase,2,131.5372,7
CNV_00001995,PERF_00011458,2026-02-04,Lead,1,20.9255,7
CNV_00001996,PERF_00011467,2026-02-04,Purchase,2,162.4652,7
CNV_00001997,PERF_00011468,2026-02-04,Add to Cart,10,309.9548,28
CNV_00001998,PERF_00011473,2026-02-04,Signup,3,53.5597,7
CNV_00001999,PERF_00011474,2026-02-04,Purchase,2,148.7267,1
CNV_00002000,PERF_00011496,2026-02-04,Lead,1,27.4036,7
CNV_00002001,PERF_00011501,2026-02-04,Signup,1,9.6107,1
CNV_00002002,PERF_00011513,2026-02-04,Add to Cart,2,27.6571,7
CNV_00002003,PERF_00011523,2026-02-04,Signup,1,11.3664,7
CNV_00002004,PERF_00011525,2026-02-04,Purchase,2,176.5328,7
CNV_00002005,PERF_00011529,2026-02-05,Lead,2,78.4964,7
CNV_00002006,PERF_00011537,2026-02-05,Lead,4,63.0166,1
CNV_00002007,PERF_00011542,2026-02-05,Add to Cart,1,21.2999,28
CNV_00002008,PERF_00011545,2026-02-05,Purchase,4,142.3825,14
CNV_00002009,PERF_00011546,2026-02-05,Add to Cart,2,54.3126,1
CNV_00002010,PERF_00011547,2026-02-05,Lead,3,98.9479,7
CNV_00002011,PERF_00011550,2026-02-05,Signup,2,49.5697,1
CNV_00002012,PERF_00011568,2026-02-05,Add to Cart,1,11.3405,7
CNV_00002013,PERF_00011582,2026-02-05,Purchase,9,459.7118,7
CNV_00002014,PERF_00011584,2026-02-05,Lead,2,73.2856,14
CNV_00002015,PERF_00011589,2026-02-05,Signup,4,88.366,1
CNV_00002016,PERF_00011590,2026-02-05,Lead,1,20.9448,1
CNV_00002017,PERF_00011591,2026-02-05,Lead,2,32.3391,7
CNV_00002018,PERF_00011592,2026-02-05,Purchase,2,160.9849,28
CNV_00002019,PERF_00011593,2026-02-05,Purchase,1,77.2861,7
CNV_00002020,PERF_00011595,2026-02-05,Purchase,1,88.5545,7
CNV_00002021,PERF_00011599,2026-02-05,Signup,1,23.7861,1
CNV_00002022,PERF_00011601,2026-02-05,Purchase,1,51.6041,7
CNV_00002023,PERF_00011611,2026-02-05,Lead,4,147.7773,7
CNV_00002024,PERF_00011613,2026-02-05,Add to Cart,3,70.326,14
CNV_00002025,PERF_00011616,2026-02-05,Purchase,4,268.9646,7
CNV_00002026,PERF_00011619,2026-02-05,Lead,8,315.3628,1
CNV_00002027,PERF_00011621,2026-02-05,Add to Cart,1,14.042,7
CNV_00002028,PERF_00011623,2026-02-05,Lead,3,96.3398,14
CNV_00002029,PERF_00011625,2026-02-05,Purchase,2,144.5727,7
CNV_00002030,PERF_00011626,2026-02-05,Lead,3,51.88,1
CNV_00002031,PERF_00011628,2026-02-05,Signup,2,6.0036,7
CNV_00002032,PERF_00011634,2026-02-05,Signup,7,143.4518,7
CNV_00002033,PERF_00011635,2026-02-05,Signup,13,257.1581,7
CNV_00002034,PERF_00011636,2026-02-05,Purchase,2,218.1517,14
CNV_00002035,PERF_00011637,2026-02-05,Purchase,4,235.2014,1
CNV_00002036,PERF_00011638,2026-02-05,Signup,1,8.3823,14
CNV_00002037,PERF_00011648,2026-02-05,Purchase,3,223.2032,28
CNV_00002038,PERF_00011654,2026-02-05,Signup,3,46.3715,14
CNV_00002039,PERF_00011656,2026-02-05,Lead,3,116.6715,7
CNV_00002040,PERF_00011668,2026-02-05,Purchase,2,136.9345,7
CNV_00002041,PERF_00011669,2026-02-05,Signup,4,99.5428,7
CNV_00002042,PERF_00011670,2026-02-05,Purchase,5,450.3761,7
CNV_00002043,PERF_00011672,2026-02-05,Add to Cart,10,277.1477,7
CNV_00002044,PERF_00011674,2026-02-05,Purchase,7,506.2275,7
CNV_00002045,PERF_00011675,2026-02-05,Purchase,6,268.9854,1
CNV_00002046,PERF_00011676,2026-02-05,Add to Cart,3,22.6345,1
CNV_00002047,PERF_00011679,2026-02-05,Purchase,1,62.5447,1
CNV_00002048,PERF_00011684,2026-02-05,Purchase,1,62.6257,7
CNV_00002049,PERF_00011691,2026-02-05,Purchase,1,103.7956,1
CNV_00002050,PERF_00011692,2026-02-05,Purchase,2,107.9503,7
CNV_00002051,PERF_00011693,2026-02-05,Add to Cart,2,17.3341,7
CNV_00002052,PERF_00011694,2026-02-05,Purchase,3,173.906,28
CNV_00002053,PERF_00011695,2026-02-05,Signup,2,25.2701,7
CNV_00002054,PERF_00011713,2026-02-05,Purchase,1,119.0928,28
CNV_00002055,PERF_00011722,2026-02-05,Purchase,1,94.8466,7
CNV_00002056,PERF_00011725,2026-02-05,Add to Cart,3,45.234,7
CNV_00002057,PERF_00011727,2026-02-05,Lead,1,38.5117,7
CNV_00002058,PERF_00011729,2026-02-05,Purchase,2,119.7392,14
CNV_00002059,PERF_00011742,2026-02-05,Purchase,2,136.8504,7
CNV_00002060,PERF_00011752,2026-02-05,Purchase,5,107.6225,7
CNV_00002061,PERF_00011755,2026-02-05,Signup,6,38.2767,14
CNV_00002062,PERF_00011756,2026-02-05,Signup,1,7.3906,1
CNV_00002063,PERF_00011757,2026-02-05,Purchase,1,74.2733,1
CNV_00002064,PERF_00011762,2026-02-05,Lead,1,19.6362,7
CNV_00002065,PERF_00011773,2026-02-05,Signup,1,18.359,7
CNV_00002066,PERF_00011776,2026-02-05,Purchase,1,119.6768,7
CNV_00002067,PERF_00011790,2026-02-05,Lead,1,30.11,28
CNV_00002068,PERF_00011792,2026-02-05,Lead,2,55.4565,14
CNV_00002069,PERF_00011798,2026-02-05,Lead,2,19.2404,7
CNV_00002070,PERF_00011816,2026-02-06,Lead,1,19.5272,7
CNV_00002071,PERF_00011819,2026-02-06,Purchase,3,218.6294,14
CNV_00002072,PERF_00011822,2026-02-06,Lead,2,44.1225,1
CNV_00002073,PERF_00011823,2026-02-06,Purchase,2,119.4697,28
CNV_00002074,PERF_00011833,2026-02-06,Add to Cart,1,13.6169,7
CNV_00002075,PERF_00011841,2026-02-06,Signup,2,14.0368,1
CNV_00002076,PERF_00011843,2026-02-06,Purchase,1,44.0989,14
CNV_00002077,PERF_00011847,2026-02-06,Add to Cart,3,84.7577,14
CNV_00002078,PERF_00011848,2026-02-06,Lead,11,366.2999,14
CNV_00002079,PERF_00011851,2026-02-06,Signup,2,25.1615,7
CNV_00002080,PERF_00011852,2026-02-06,Signup,8,68.7104,14
CNV_00002081,PERF_00011853,2026-02-06,Purchase,3,122.7365,7
CNV_00002082,PERF_00011857,2026-02-06,Lead,2,22.6207,1
CNV_00002083,PERF_00011858,2026-02-06,Purchase,3,252.1849,14
CNV_00002084,PERF_00011866,2026-02-06,Signup,2,38.5661,7
CNV_00002085,PERF_00011873,2026-02-06,Purchase,8,835.7227,28
CNV_00002086,PERF_00011876,2026-02-06,Signup,3,25.8487,7
CNV_00002087,PERF_00011879,2026-02-06,Purchase,4,322.1469,1
CNV_00002088,PERF_00011880,2026-02-06,Add to Cart,4,106.9043,7
