video_performance_id,performance_id,date,creative_id,video_starts,video_25p,video_50p,video_75p,video_completes,video_completion_rate
VID_00004136,PERF_00008551,2026-01-26,CRE_131,5930,5170,4046,3581,3196,0.538954
VID_00004137,PERF_00008552,2026-01-26,CRE_128,18737,17336,14094,12104,10228,0.545872
VID_00004138,PERF_00008553,2026-01-26,CRE_131,5106,4577,3745,3221,2631,0.515276
VID_00004139,PERF_00008554,2026-01-26,CRE_129,12351,7790,5593,4637,3334,0.269938
VID_00004140,PERF_00008555,2026-01-26,CRE_128,8441,6609,6016,4503,4052,0.480038
VID_00004141,PERF_00008556,2026-01-26,CRE_132,11797,11207,8740,7796,7035,0.596338
VID_00004142,PERF_00008557,2026-01-26,CRE_129,5721,4345,2895,2749,2080,0.363573
VID_00004143,PERF_00008561,2026-01-26,CRE_135,3416,2749,2446,2038,1778,0.520492
VID_00004144,PERF_00008563,2026-01-26,CRE_139,1077,820,723,579,467,0.433612
VID_00004145,PERF_00008564,2026-01-26,CRE_146,3011,2758,2093,1898,1648,0.547326
VID_00004146,PERF_00008565,2026-01-26,CRE_144,4511,3314,2733,2079,1647,0.365108
VID_00004147,PERF_00008566,2026-01-26,CRE_135,3441,2903,2492,2170,1843,0.5356
VID_00004148,PERF_00008567,2026-01-26,CRE_146,2840,2192,1730,1341,1101,0.387676
VID_00004149,PERF_00008568,2026-01-26,CRE_146,3018,2507,2101,1766,1480,0.490391
VID_00004150,PERF_00008570,2026-01-26,CRE_137,1699,1231,942,682,592,0.34844
VID_00004151,PERF_00008571,2026-01-26,CRE_144,9152,6505,5635,4582,3613,0.394777
VID_00004152,PERF_00008573,2026-01-26,CRE_136,9685,4904,4046,2609,1993,0.205782
VID_00004153,PERF_00008574,2026-01-26,CRE_146,3668,2921,2377,2080,1825,0.497546
VID_00004154,PERF_00008575,2026-01-26,CRE_147,778,619,496,391,334,0.429306
VID_00004155,PERF_00008577,2026-01-26,CRE_147,2186,1947,1669,1301,1154,0.527905
VID_00004156,PERF_00008579,2026-01-26,CRE_154,1979,1498,1229,978,819,0.413845
VID_00004157,PERF_00008581,2026-01-26,CRE_159,792,752,628,548,492,0.621212
VID_00004158,PERF_00008589,2026-01-26,CRE_165,3001,2656,2139,1992,1679,0.55948
VID_00004159,PERF_00008593,2026-01-26,CRE_172,1581,1306,1205,975,818,0.517394
VID_00004160,PERF_00008594,2026-01-26,CRE_171,2617,1461,1290,890,712,0.272067
VID_00004161,PERF_00008595,2026-01-26,CRE_179,2138,2031,1716,1579,1369,0.640318
VID_00004162,PERF_00008597,2026-01-26,CRE_172,4060,3408,2966,2441,2084,0.5133
VID_00004163,PERF_00008605,2026-01-26,CRE_186,1993,1893,1603,1307,1205,0.604616
VID_00004164,PERF_00008613,2026-01-26,CRE_184,7026,4214,3467,2462,1748,0.24879
VID_00004165,PERF_00008618,2026-01-26,CRE_184,1959,1559,1271,1029,808,0.412455
VID_00004166,PERF_00008620,2026-01-26,CRE_186,6002,4790,3901,3129,2516,0.419194
VID_00004167,PERF_00008622,2026-01-26,CRE_199,10886,8478,6983,5177,4491,0.412548
VID_00004168,PERF_00008623,2026-01-26,CRE_193,11633,9672,7019,5995,5250,0.451302
VID_00004169,PERF_00008624,2026-01-26,CRE_195,14093,9866,7474,6778,5469,0.388065
VID_00004170,PERF_00008628,2026-01-26,CRE_199,10094,7732,5723,5124,4013,0.397563
VID_00004171,PERF_00008629,2026-01-26,CRE_193,16609,15119,13419,10965,9773,0.588416
VID_00004172,PERF_00008631,2026-01-26,CRE_214,3761,2586,1752,1550,1145,0.30444
VID_00004173,PERF_00008635,2026-01-26,CRE_202,7227,6855,5244,4359,3968,0.549052
VID_00004174,PERF_00008636,2026-01-26,CRE_202,6376,4675,4180,3141,2591,0.406368
VID_00004175,PERF_00008638,2026-01-26,CRE_201,962,423,299,196,130,0.135135
VID_00004176,PERF_00008639,2026-01-26,CRE_221,7813,6377,5615,4551,3926,0.502496
VID_00004177,PERF_00008640,2026-01-26,CRE_219,3028,1903,1452,1084,927,0.306143
VID_00004178,PERF_00008641,2026-01-26,CRE_219,6377,5023,3699,2978,2586,0.40552
VID_00004179,PERF_00008642,2026-01-26,CRE_252,11047,8504,6589,5475,4560,0.412782
VID_00004180,PERF_00008645,2026-01-26,CRE_252,7868,5885,4415,4032,3265,0.414972
VID_00004181,PERF_00008652,2026-01-26,CRE_261,19448,16485,12325,10989,9487,0.487814
VID_00004182,PERF_00008653,2026-01-26,CRE_256,5599,4723,3896,3312,2718,0.485444
VID_00004183,PERF_00008655,2026-01-26,CRE_256,11616,10093,8492,7334,6089,0.524191
VID_00004184,PERF_00008661,2026-01-26,CRE_261,17169,11579,9161,7857,6699,0.39018
VID_00004185,PERF_00008670,2026-01-26,CRE_256,10926,8719,6178,5295,4404,0.403075
VID_00004186,PERF_00008679,2026-01-27,CRE_009,2437,2315,1973,1691,1532,0.628642
VID_00004187,PERF_00008681,2026-01-27,CRE_004,3607,2679,2018,1595,1381,0.382867
VID_00004188,PERF_00008682,2026-01-27,CRE_004,1969,1688,1362,1121,949,0.481971
VID_00004189,PERF_00008683,2026-01-27,CRE_014,4507,2878,2200,1779,1526,0.338584
VID_00004190,PERF_00008686,2026-01-27,CRE_019,6336,3593,2716,2134,1577,0.248895
VID_00004191,PERF_00008688,2026-01-27,CRE_019,2092,1315,853,705,552,0.263862
VID_00004192,PERF_00008689,2026-01-27,CRE_014,5979,3216,2870,1787,1462,0.244522
VID_00004193,PERF_00008690,2026-01-27,CRE_016,2430,2228,2016,1703,1466,0.603292
VID_00004194,PERF_00008692,2026-01-27,CRE_016,4688,3732,3017,2871,2317,0.494241
VID_00004195,PERF_00008693,2026-01-27,CRE_014,2333,1362,1010,745,627,0.268753
VID_00004196,PERF_00008694,2026-01-27,CRE_030,4447,3512,3104,2573,2112,0.474927
VID_00004197,PERF_00008695,2026-01-27,CRE_023,4223,3518,2493,2303,1837,0.434999
VID_00004198,PERF_00008699,2026-01-27,CRE_039,3422,3077,2500,2110,1760,0.514319
VID_00004199,PERF_00008704,2026-01-27,CRE_039,3407,2441,2162,1757,1446,0.42442
VID_00004200,PERF_00008707,2026-01-27,CRE_040,3787,3497,2737,2478,2034,0.537101
VID_00004201,PERF_00008709,2026-01-27,CRE_047,4984,3703,2924,2108,1804,0.361958
VID_00004202,PERF_00008711,2026-01-27,CRE_043,3271,2175,1588,1194,991,0.302965
VID_00004203,PERF_00008712,2026-01-27,CRE_047,8385,6430,5299,4138,3550,0.423375
VID_00004204,PERF_00008713,2026-01-27,CRE_045,6082,3461,3049,2021,1538,0.252877
VID_00004205,PERF_00008714,2026-01-27,CRE_042,5203,4436,3232,2952,2450,0.470882
VID_00004206,PERF_00008717,2026-01-27,CRE_047,8394,7109,5406,5032,4149,0.494282
VID_00004207,PERF_00008718,2026-01-27,CRE_042,2944,1784,1251,968,766,0.26019
VID_00004208,PERF_00008719,2026-01-27,CRE_042,6797,4929,4070,2991,2481,0.365014
VID_00004209,PERF_00008723,2026-01-27,CRE_043,9640,4893,3864,2752,1653,0.171473
VID_00004210,PERF_00008724,2026-01-27,CRE_045,4416,2681,1971,1542,1147,0.259737
VID_00004211,PERF_00008725,2026-01-27,CRE_040,5802,4485,3836,3063,2708,0.466736
VID_00004212,PERF_00008727,2026-01-27,CRE_070,8384,6762,5837,5171,4170,0.497376
VID_00004213,PERF_00008730,2026-01-27,CRE_070,7053,6087,4762,4088,3566,0.5056
VID_00004214,PERF_00008732,2026-01-27,CRE_072,5966,5001,4203,3281,2915,0.488602
VID_00004215,PERF_00008733,2026-01-27,CRE_072,3761,3413,2686,2415,2040,0.542409
VID_00004216,PERF_00008739,2026-01-27,CRE_067,4232,3474,2864,2161,1903,0.449669
VID_00004217,PERF_00008741,2026-01-27,CRE_066,4612,4287,3530,2857,2475,0.536644
VID_00004218,PERF_00008742,2026-01-27,CRE_066,4958,4471,3878,3139,2843,0.573417
VID_00004219,PERF_00008743,2026-01-27,CRE_068,5210,4743,3946,3535,3006,0.576967
VID_00004220,PERF_00008745,2026-01-27,CRE_070,3544,3366,2900,2525,2100,0.592551
VID_00004221,PERF_00008749,2026-01-27,CRE_087,5051,2835,2125,1885,1397,0.276579
VID_00004222,PERF_00008750,2026-01-27,CRE_084,7502,5948,4418,4004,3187,0.42482
VID_00004223,PERF_00008753,2026-01-27,CRE_085,11155,6537,5103,3018,2334,0.209234
VID_00004224,PERF_00008754,2026-01-27,CRE_077,5765,5476,4864,4026,3498,0.606765
VID_00004225,PERF_00008756,2026-01-27,CRE_090,13869,8818,6703,5356,4457,0.321364
VID_00004226,PERF_00008757,2026-01-27,CRE_092,14415,12532,9301,8012,6802,0.47187
VID_00004227,PERF_00008759,2026-01-27,CRE_092,15238,10846,7740,6424,5592,0.366977
VID_00004228,PERF_00008760,2026-01-27,CRE_094,12709,8773,6564,5285,3885,0.305689
VID_00004229,PERF_00008761,2026-01-27,CRE_100,13016,8098,6806,4998,3923,0.301398
VID_00004230,PERF_00008764,2026-01-27,CRE_094,6209,4407,3826,2953,2473,0.398293
VID_00004231,PERF_00008765,2026-01-27,CRE_094,9180,7349,6605,5468,4707,0.512745
VID_00004232,PERF_00008767,2026-01-27,CRE_100,6964,4134,3661,2770,2048,0.294084
VID_00004233,PERF_00008768,2026-01-27,CRE_092,12122,8716,6598,6034,4835,0.398862
VID_00004234,PERF_00008771,2026-01-27,CRE_092,13854,9183,8464,6814,5273,0.380612
VID_00004235,PERF_00008772,2026-01-27,CRE_092,20622,15124,13003,10367,8712,0.422461
VID_00004236,PERF_00008773,2026-01-27,CRE_091,23099,20479,18347,14734,12799,0.554093
VID_00004237,PERF_00008775,2026-01-27,CRE_101,18708,10591,7871,5588,4498,0.240432
VID_00004238,PERF_00008776,2026-01-27,CRE_100,4464,3114,2368,1636,1403,0.314292
VID_00004239,PERF_00008783,2026-01-27,CRE_107,3415,3244,2760,2466,2141,0.62694
VID_00004240,PERF_00008786,2026-01-27,CRE_107,6049,5545,4483,4123,3448,0.570012
VID_00004241,PERF_00008800,2026-01-27,CRE_106,10119,8928,8077,7065,5999,0.592845
VID_00004242,PERF_00008802,2026-01-27,CRE_106,13202,11195,10358,8526,7079,0.536207
VID_00004243,PERF_00008809,2026-01-27,CRE_107,18458,15765,11748,10301,9046,0.490086
VID_00004244,PERF_00008810,2026-01-27,CRE_107,6186,5616,4401,3878,3237,0.523278
VID_00004245,PERF_00008815,2026-01-27,CRE_116,5225,4051,3008,2341,1981,0.379139
VID_00004246,PERF_00008817,2026-01-27,CRE_116,1421,1214,1143,951,788,0.554539
VID_00004247,PERF_00008818,2026-01-27,CRE_131,15776,14775,12486,10991,9850,0.624366
VID_00004248,PERF_00008820,2026-01-27,CRE_129,12375,9652,7726,6087,4944,0.399515
VID_00004249,PERF_00008823,2026-01-27,CRE_128,15226,14368,12188,9611,8495,0.557927
VID_00004250,PERF_00008824,2026-01-27,CRE_125,6480,4517,3870,2807,2279,0.351698
VID_00004251,PERF_00008825,2026-01-27,CRE_125,20148,14115,12307,9025,7863,0.390262
VID_00004252,PERF_00008826,2026-01-27,CRE_126,12375,10382,8053,6656,5851,0.472808
VID_00004253,PERF_00008828,2026-01-27,CRE_129,6664,4456,3460,2307,1892,0.283914
VID_00004254,PERF_00008830,2026-01-27,CRE_132,11034,10102,9252,7366,6714,0.608483
VID_00004255,PERF_00008833,2026-01-27,CRE_126,15559,13091,10403,8123,6970,0.447972
VID_00004256,PERF_00008834,2026-01-27,CRE_125,5246,3568,3236,2391,2080,0.396493
VID_00004257,PERF_00008835,2026-01-27,CRE_132,22886,18465,16474,13056,11297,0.493621
VID_00004258,PERF_00008837,2026-01-27,CRE_125,22010,12741,10213,7797,5213,0.236847
VID_00004259,PERF_00008839,2026-01-27,CRE_125,10813,7962,5838,4824,4077,0.377046
VID_00004260,PERF_00008841,2026-01-27,CRE_129,5984,3278,2871,2178,1582,0.264372
VID_00004261,PERF_00008844,2026-01-27,CRE_131,13251,11153,9388,7394,6430,0.485246
VID_00004262,PERF_00008846,2026-01-27,CRE_132,3870,3543,3246,2702,2373,0.613178
VID_00004263,PERF_00008847,2026-01-27,CRE_132,13100,9928,8190,6644,5467,0.417328
VID_00004264,PERF_00008848,2026-01-27,CRE_132,12190,11143,9094,7697,6887,0.564971
VID_00004265,PERF_00008849,2026-01-27,CRE_132,9041,7653,5935,5233,4429,0.489879
VID_00004266,PERF_00008850,2026-01-27,CRE_128,7712,7052,5850,5532,4634,0.600882
VID_00004267,PERF_00008852,2026-01-27,CRE_137,3775,2805,2369,2066,1643,0.435232
VID_00004268,PERF_00008854,2026-01-27,CRE_135,6063,5759,4667,3886,3573,0.589312
VID_00004269,PERF_00008855,2026-01-27,CRE_139,4812,3955,3148,2544,2257,0.469036
VID_00004270,PERF_00008858,2026-01-27,CRE_138,3820,2710,2174,1539,1286,0.336649
VID_00004271,PERF_00008859,2026-01-27,CRE_144,6805,4341,3505,2774,2056,0.302131
VID_00004272,PERF_00008860,2026-01-27,CRE_136,6553,3276,2016,1633,855,0.130475
VID_00004273,PERF_00008861,2026-01-27,CRE_139,5790,5041,4217,3748,3070,0.530225
VID_00004274,PERF_00008862,2026-01-27,CRE_146,6719,5492,4864,3936,3338,0.4968
VID_00004275,PERF_00008863,2026-01-27,CRE_137,2096,1478,1304,957,833,0.397424
VID_00004276,PERF_00008867,2026-01-27,CRE_137,2575,1826,1310,1054,914,0.354951
VID_00004277,PERF_00008874,2026-01-27,CRE_152,684,484,373,290,230,0.336257
VID_00004278,PERF_00008875,2026-01-27,CRE_152,807,658,529,403,352,0.436183
VID_00004279,PERF_00008881,2026-01-27,CRE_168,3560,3355,3096,2561,2270,0.63764
VID_00004280,PERF_00008883,2026-01-27,CRE_162,5600,4880,3772,3111,2796,0.499286
VID_00004281,PERF_00008884,2026-01-27,CRE_162,6656,6323,5380,4673,4025,0.604718
VID_00004282,PERF_00008885,2026-01-27,CRE_168,4589,4059,3582,2889,2447,0.533232
VID_00004283,PERF_00008886,2026-01-27,CRE_168,3303,2754,2207,1907,1709,0.517408
VID_00004284,PERF_00008888,2026-01-27,CRE_179,850,634,544,443,378,0.444706
VID_00004285,PERF_00008889,2026-01-27,CRE_171,2145,1436,983,829,658,0.30676
VID_00004286,PERF_00008890,2026-01-27,CRE_174,1383,1197,976,872,728,0.526392
VID_00004287,PERF_00008893,2026-01-27,CRE_172,3203,2336,2091,1660,1407,0.439276
VID_00004288,PERF_00008896,2026-01-27,CRE_172,2966,2512,2180,1969,1614,0.544167
VID_00004289,PERF_00008899,2026-01-27,CRE_171,1007,668,448,370,280,0.278054
VID_00004290,PERF_00008903,2026-01-27,CRE_171,3077,2218,1556,1301,1025,0.333117
VID_00004291,PERF_00008909,2026-01-27,CRE_186,4292,3404,2399,1953,1691,0.393989
VID_00004292,PERF_00008911,2026-01-27,CRE_184,5294,3179,2488,1651,1196,0.225916
VID_00004293,PERF_00008921,2026-01-27,CRE_186,2654,2448,2088,1774,1562,0.588546
VID_00004294,PERF_00008922,2026-01-27,CRE_199,13265,10011,9257,7010,6217,0.468677
VID_00004295,PERF_00008927,2026-01-27,CRE_195,8319,5428,4466,3312,2521,0.303041
VID_00004296,PERF_00008929,2026-01-27,CRE_199,5739,4470,3764,3187,2520,0.439101
VID_00004297,PERF_00008933,2026-01-27,CRE_190,20092,15449,12590,10371,8337,0.414941
VID_00004298,PERF_00008934,2026-01-27,CRE_199,13087,12175,8807,7984,6947,0.530832
VID_00004299,PERF_00008935,2026-01-27,CRE_190,18108,16109,13927,12102,10057,0.55539
VID_00004300,PERF_00008936,2026-01-27,CRE_195,18300,11565,9242,7613,5760,0.314754
VID_00004301,PERF_00008937,2026-01-27,CRE_199,12210,10030,7775,6795,5742,0.47027
VID_00004302,PERF_00008941,2026-01-27,CRE_201,5042,3071,1861,1485,1080,0.214201
VID_00004303,PERF_00008942,2026-01-27,CRE_209,1216,964,851,678,568,0.467105
VID_00004304,PERF_00008943,2026-01-27,CRE_219,8212,6014,5156,3834,3375,0.410984
VID_00004305,PERF_00008944,2026-01-27,CRE_219,4858,3251,2786,2212,1753,0.360848
VID_00004306,PERF_00008945,2026-01-27,CRE_215,2328,2211,1853,1732,1459,0.626718
VID_00004307,PERF_00008946,2026-01-27,CRE_221,7824,7432,6581,5353,4823,0.616437
VID_00004308,PERF_00008947,2026-01-27,CRE_221,3020,2869,2331,2103,1792,0.593377
VID_00004309,PERF_00008948,2026-01-27,CRE_215,7378,7009,5774,5227,4627,0.627135
VID_00004310,PERF_00008949,2026-01-27,CRE_219,1819,1149,917,705,605,0.3326
VID_00004311,PERF_00008950,2026-01-27,CRE_219,5835,4711,3897,3077,2496,0.427763
VID_00004312,PERF_00008951,2026-01-27,CRE_219,7817,6512,5538,4374,3971,0.507995
VID_00004313,PERF_00008952,2026-01-27,CRE_215,5911,4789,3713,3085,2686,0.454407
VID_00004314,PERF_00008953,2026-01-27,CRE_215,3277,3113,2890,2282,2100,0.64083
VID_00004315,PERF_00008954,2026-01-27,CRE_219,7087,4928,4549,3661,2819,0.397771
VID_00004316,PERF_00008955,2026-01-27,CRE_228,1037,792,568,453,386,0.372228
VID_00004317,PERF_00008969,2026-01-27,CRE_261,13079,9992,7075,5745,5064,0.387186
VID_00004318,PERF_00008971,2026-01-27,CRE_261,22475,16211,13502,10443,8630,0.383982
VID_00004319,PERF_00008973,2026-01-27,CRE_261,15507,13904,10412,9464,7866,0.507255
VID_00004320,PERF_00008976,2026-01-27,CRE_252,14350,10157,8964,7019,5934,0.413519
VID_00004321,PERF_00008980,2026-01-27,CRE_261,14636,10793,8764,6709,5780,0.394917
VID_00004322,PERF_00008981,2026-01-27,CRE_252,17465,16573,13945,11475,9865,0.564844
VID_00004323,PERF_00008984,2026-01-27,CRE_261,6449,4951,3975,3184,2777,0.430609
VID_00004324,PERF_00008989,2026-01-27,CRE_256,12280,8915,6311,5609,4321,0.351873
VID_00004325,PERF_00009006,2026-01-28,CRE_019,5413,2951,1816,1453,979,0.180861
VID_00004326,PERF_00009007,2026-01-28,CRE_019,6799,4032,2974,2448,1762,0.259156
VID_00004327,PERF_00009009,2026-01-28,CRE_019,1320,863,641,433,348,0.263636
VID_00004328,PERF_00009012,2026-01-28,CRE_019,1908,1313,983,830,704,0.368973
VID_00004329,PERF_00009013,2026-01-28,CRE_016,2295,2180,1928,1740,1533,0.667974
VID_00004330,PERF_00009016,2026-01-28,CRE_019,4231,2630,2124,1879,1440,0.340345
VID_00004331,PERF_00009017,2026-01-28,CRE_016,5542,4506,3670,3031,2400,0.433057
VID_00004332,PERF_00009021,2026-01-28,CRE_019,3249,1883,1632,1176,831,0.255771
VID_00004333,PERF_00009022,2026-01-28,CRE_019,5374,3054,2158,1592,1296,0.241161
VID_00004334,PERF_00009023,2026-01-28,CRE_019,5063,2686,2262,1778,1216,0.240174
VID_00004335,PERF_00009025,2026-01-28,CRE_029,7884,6295,4615,3822,3346,0.424404
VID_00004336,PERF_00009027,2026-01-28,CRE_023,7503,4985,4637,3664,2792,0.372118
VID_00004337,PERF_00009028,2026-01-28,CRE_023,4504,3870,3090,2447,2135,0.474023
VID_00004338,PERF_00009032,2026-01-28,CRE_039,861,734,659,532,459,0.533101
VID_00004339,PERF_00009033,2026-01-28,CRE_039,2491,1976,1719,1460,1175,0.471698
VID_00004340,PERF_00009039,2026-01-28,CRE_049,2454,1597,1288,1062,908,0.370008
VID_00004341,PERF_00009040,2026-01-28,CRE_049,3704,3328,2712,2352,1990,0.537257
VID_00004342,PERF_00009045,2026-01-28,CRE_045,6212,3818,3093,2268,1718,0.276561
VID_00004343,PERF_00009049,2026-01-28,CRE_049,5224,3999,2881,2641,2025,0.387634
VID_00004344,PERF_00009051,2026-01-28,CRE_067,3009,2703,2366,2004,1651,0.548687
VID_00004345,PERF_00009053,2026-01-28,CRE_068,6496,5968,5033,3919,3521,0.542026
VID_00004346,PERF_00009054,2026-01-28,CRE_072,8127,6455,5149,4147,3636,0.447398
VID_00004347,PERF_00009055,2026-01-28,CRE_066,6656,6207,4679,4317,3552,0.533654
VID_00004348,PERF_00009056,2026-01-28,CRE_066,5132,3568,2811,2602,2014,0.39244
VID_00004349,PERF_00009062,2026-01-28,CRE_070,2562,2216,2094,1661,1472,0.574551
VID_00004350,PERF_00009063,2026-01-28,CRE_066,4173,3537,2941,2756,2354,0.564103
VID_00004351,PERF_00009064,2026-01-28,CRE_070,6042,4906,3734,3172,2673,0.442403
VID_00004352,PERF_00009066,2026-01-28,CRE_067,5616,5071,4750,3936,3408,0.606838
VID_00004353,PERF_00009068,2026-01-28,CRE_089,14765,11105,8585,7834,6250,0.423298
VID_00004354,PERF_00009069,2026-01-28,CRE_088,10961,8059,5983,4961,3955,0.360825
VID_00004355,PERF_00009070,2026-01-28,CRE_077,5176,4314,3603,3205,2594,0.501159
VID_00004356,PERF_00009076,2026-01-28,CRE_091,15727,14303,12141,9550,8610,0.547466
VID_00004357,PERF_00009077,2026-01-28,CRE_094,4796,3348,2888,2044,1708,0.35613
VID_00004358,PERF_00009079,2026-01-28,CRE_095,12738,8310,6348,5162,4229,0.331999
VID_00004359,PERF_00009080,2026-01-28,CRE_101,8379,6830,5472,4574,3600,0.429646
VID_00004360,PERF_00009081,2026-01-28,CRE_092,3855,3050,2473,2180,1929,0.500389
VID_00004361,PERF_00009083,2026-01-28,CRE_092,3485,2608,2329,1839,1468,0.421234
VID_00004362,PERF_00009085,2026-01-28,CRE_095,7737,5614,4227,3565,2721,0.351687
VID_00004363,PERF_00009086,2026-01-28,CRE_091,7018,6496,5110,4608,3771,0.537333
VID_00004364,PERF_00009087,2026-01-28,CRE_095,14764,11217,9103,7199,6099,0.413099
VID_00004365,PERF_00009090,2026-01-28,CRE_101,6175,5018,4176,3228,2827,0.457814
VID_00004366,PERF_00009104,2026-01-28,CRE_107,4004,3803,3237,2802,2432,0.607393
VID_00004367,PERF_00009108,2026-01-28,CRE_106,15529,13813,12079,10149,9270,0.596948
VID_00004368,PERF_00009110,2026-01-28,CRE_107,8781,7336,6164,5149,4627,0.526933
VID_00004369,PERF_00009112,2026-01-28,CRE_107,3098,2263,1803,1390,1211,0.390897
VID_00004370,PERF_00009115,2026-01-28,CRE_120,5346,4507,4263,3540,2961,0.553872
VID_00004371,PERF_00009116,2026-01-28,CRE_116,6622,5117,4237,3699,2996,0.452431
VID_00004372,PERF_00009123,2026-01-28,CRE_129,5743,4056,3017,2556,2128,0.370538
VID_00004373,PERF_00009124,2026-01-28,CRE_126,4622,3190,2427,2151,1706,0.369104
VID_00004374,PERF_00009126,2026-01-28,CRE_125,12730,9158,6689,5491,4392,0.345012
VID_00004375,PERF_00009129,2026-01-28,CRE_128,10501,9975,9450,8307,7302,0.695362
VID_00004376,PERF_00009131,2026-01-28,CRE_131,14217,13506,11430,10165,8682,0.610677
VID_00004377,PERF_00009132,2026-01-28,CRE_126,24358,21065,16522,14802,11974,0.491584
VID_00004378,PERF_00009133,2026-01-28,CRE_128,5618,5188,4465,3739,3158,0.562122
VID_00004379,PERF_00009134,2026-01-28,CRE_125,3753,2711,2118,1792,1351,0.359979
VID_00004380,PERF_00009136,2026-01-28,CRE_129,17353,10718,9269,7371,5616,0.323633
VID_00004381,PERF_00009139,2026-01-28,CRE_129,17211,11500,9319,7016,6110,0.355006
VID_00004382,PERF_00009140,2026-01-28,CRE_132,15953,13892,11279,9923,8723,0.546794
VID_00004383,PERF_00009143,2026-01-28,CRE_128,7412,6678,5865,5484,4594,0.619806
VID_00004384,PERF_00009144,2026-01-28,CRE_131,9390,8031,6357,5326,4629,0.492971
VID_00004385,PERF_00009145,2026-01-28,CRE_128,7001,6247,5610,4797,4077,0.582345
VID_00004386,PERF_00009146,2026-01-28,CRE_129,9302,6954,4604,4213,3261,0.35057
VID_00004387,PERF_00009151,2026-01-28,CRE_137,1778,1373,1144,998,832,0.467942
VID_00004388,PERF_00009152,2026-01-28,CRE_135,4592,4145,3690,3058,2767,0.60257
VID_00004389,PERF_00009154,2026-01-28,CRE_146,5210,3994,3517,3051,2476,0.47524
VID_00004390,PERF_00009156,2026-01-28,CRE_138,3982,2250,1504,1393,931,0.233802
VID_00004391,PERF_00009157,2026-01-28,CRE_138,9008,6160,5345,4177,3391,0.376443
VID_00004392,PERF_00009159,2026-01-28,CRE_144,2768,1566,1129,817,666,0.240607
VID_00004393,PERF_00009162,2026-01-28,CRE_144,8775,6287,4701,3713,3231,0.368205
VID_00004394,PERF_00009163,2026-01-28,CRE_146,6791,5466,4527,3526,3140,0.462377
VID_00004395,PERF_00009165,2026-01-28,CRE_137,3956,3430,2530,2307,1899,0.48003
VID_00004396,PERF_00009167,2026-01-28,CRE_152,1172,1046,847,690,586,0.5
VID_00004397,PERF_00009175,2026-01-28,CRE_147,3982,3544,2769,2286,1963,0.492968
VID_00004398,PERF_00009176,2026-01-28,CRE_160,2714,2350,1802,1600,1350,0.497421
VID_00004399,PERF_00009177,2026-01-28,CRE_160,1204,1046,976,782,677,0.562292
VID_00004400,PERF_00009179,2026-01-28,CRE_154,3246,2732,2153,1829,1540,0.47443
VID_00004401,PERF_00009181,2026-01-28,CRE_165,5446,5173,4652,3588,3292,0.60448
VID_00004402,PERF_00009184,2026-01-28,CRE_165,1884,1770,1462,1310,1162,0.616773
VID_00004403,PERF_00009189,2026-01-28,CRE_165,1809,1519,1292,1145,929,0.513543
VID_00004404,PERF_00009190,2026-01-28,CRE_171,1182,796,693,552,448,0.379019
VID_00004405,PERF_00009191,2026-01-28,CRE_171,4365,2978,2728,2002,1712,0.392211
VID_00004406,PERF_00009192,2026-01-28,CRE_179,2451,1925,1710,1452,1229,0.501428
VID_00004407,PERF_00009193,2026-01-28,CRE_171,2924,2091,1700,1410,1063,0.363543
VID_00004408,PERF_00009194,2026-01-28,CRE_172,1967,1790,1558,1381,1206,0.613116
VID_00004409,PERF_00009195,2026-01-28,CRE_179,1410,1088,879,784,632,0.448227
VID_00004410,PERF_00009196,2026-01-28,CRE_171,1376,1079,809,676,533,0.387355
VID_00004411,PERF_00009199,2026-01-28,CRE_179,2680,2355,2198,1914,1593,0.594403
VID_00004412,PERF_00009200,2026-01-28,CRE_171,667,445,283,260,186,0.278861
VID_00004413,PERF_00009207,2026-01-28,CRE_186,3913,3717,3025,2692,2389,0.610529
VID_00004414,PERF_00009211,2026-01-28,CRE_184,5965,3061,2410,1863,1361,0.228164
VID_00004415,PERF_00009218,2026-01-28,CRE_203,3794,3496,2974,2366,2109,0.555878
VID_00004416,PERF_00009222,2026-01-28,CRE_219,2373,1794,1461,1270,988,0.416351
VID_00004417,PERF_00009223,2026-01-28,CRE_221,3310,2683,2154,1901,1673,0.505438
VID_00004418,PERF_00009224,2026-01-28,CRE_219,4439,3180,2820,2169,1900,0.428024
VID_00004419,PERF_00009225,2026-01-28,CRE_215,1731,1578,1413,1188,1019,0.588677
VID_00004420,PERF_00009226,2026-01-28,CRE_221,8857,7385,6498,5891,4880,0.550977
VID_00004421,PERF_00009227,2026-01-28,CRE_219,2621,1947,1363,1161,966,0.368562
VID_00004422,PERF_00009228,2026-01-28,CRE_221,2496,2019,1884,1571,1279,0.51242
VID_00004423,PERF_00009229,2026-01-28,CRE_221,3840,3419,2719,2361,2067,0.538281
VID_00004424,PERF_00009233,2026-01-28,CRE_228,618,423,375,281,223,0.360841
VID_00004425,PERF_00009234,2026-01-28,CRE_227,3507,2763,2336,1919,1508,0.429997
VID_00004426,PERF_00009235,2026-01-28,CRE_226,1434,832,531,397,323,0.225244
VID_00004427,PERF_00009238,2026-01-28,CRE_261,18313,16431,12806,11044,9934,0.542456
VID_00004428,PERF_00009244,2026-01-28,CRE_256,26450,21621,18054,14472,12441,0.470359
