billing_id,date,advertiser_id,campaign_id,market_id,billable_impressions,billable_clicks,gross_revenue_usd,discount_usd,net_revenue_usd,billing_status
BIL_00002991,2026-01-16,ADV_001,CMP_004,MKT_ID,1152,17,2.5196,0.2016,1.9923,Finalized
BIL_00002992,2026-01-16,ADV_001,CMP_004,MKT_TH,2512,37,7.9697,0.0,5.83,Finalized
BIL_00002993,2026-01-16,ADV_002,CMP_006,MKT_AE,13020,65,18.152,0.0,14.0996,Finalized
BIL_00002994,2026-01-16,ADV_002,CMP_006,MKT_ID,19014,244,50.8661,0.0,38.3108,Finalized
BIL_00002995,2026-01-16,ADV_002,CMP_006,MKT_MY,14704,115,32.1391,1.607,23.1101,Finalized
BIL_00002996,2026-01-16,ADV_002,CMP_006,MKT_SA,4684,27,6.1752,0.0,4.3236,Finalized
BIL_00002997,2026-01-16,ADV_002,CMP_006,MKT_SG,4265,53,15.3399,0.767,11.3793,Finalized
BIL_00002998,2026-01-16,ADV_002,CMP_006,MKT_TH,1721,19,4.8258,0.0,3.7405,Finalized
BIL_00002999,2026-01-16,ADV_002,CMP_008,MKT_AE,8386,193,18.8349,0.9417,14.5996,Finalized
BIL_00003000,2026-01-16,ADV_002,CMP_008,MKT_ID,4017,36,5.6314,0.2816,4.1303,Finalized
BIL_00003001,2026-01-16,ADV_002,CMP_008,MKT_SA,19884,257,67.169,1.3434,48.2712,Finalized
BIL_00003002,2026-01-16,ADV_002,CMP_008,MKT_TH,8086,98,21.4074,1.7126,16.6492,Finalized
BIL_00003003,2026-01-16,ADV_003,CMP_010,MKT_ID,37256,352,94.465,0.0,69.9494,Finalized
BIL_00003004,2026-01-16,ADV_003,CMP_010,MKT_SG,10508,213,26.5716,0.0,18.7955,Finalized
BIL_00003005,2026-01-16,ADV_003,CMP_010,MKT_TH,1978,17,5.2798,0.0,4.1697,Finalized
BIL_00003006,2026-01-16,ADV_004,CMP_012,MKT_ID,6313,122,18.3207,0.916,13.7051,Finalized
BIL_00003007,2026-01-16,ADV_004,CMP_012,MKT_SA,1771,22,3.9177,0.0,3.201,Finalized
BIL_00003008,2026-01-16,ADV_004,CMP_012,MKT_TH,9741,99,37.228,0.7446,27.7546,Finalized
BIL_00003009,2026-01-16,ADV_005,CMP_014,MKT_ID,21796,236,61.2719,0.0,47.3955,Finalized
BIL_00003010,2026-01-16,ADV_005,CMP_014,MKT_MY,5499,37,21.2327,0.0,14.692,Finalized
BIL_00003011,2026-01-16,ADV_005,CMP_014,MKT_SA,8588,66,18.6115,0.0,14.655,Finalized
BIL_00003012,2026-01-16,ADV_005,CMP_014,MKT_SG,5576,80,7.4154,0.0,5.5514,Finalized
BIL_00003013,2026-01-16,ADV_005,CMP_016,MKT_AE,17730,240,61.8186,0.0,46.0604,Finalized
BIL_00003014,2026-01-16,ADV_005,CMP_016,MKT_ID,36443,405,91.1906,0.0,67.9086,Finalized
BIL_00003015,2026-01-16,ADV_005,CMP_016,MKT_MY,29899,286,76.0678,1.5214,54.9258,Finalized
BIL_00003016,2026-01-16,ADV_005,CMP_016,MKT_SG,19573,201,53.2318,0.0,40.0424,Finalized
BIL_00003017,2026-01-16,ADV_007,CMP_020,MKT_ID,9088,74,17.8135,0.0,13.552,Finalized
BIL_00003018,2026-01-16,ADV_007,CMP_020,MKT_SG,4496,19,9.8969,0.1979,6.895,Finalized
BIL_00003019,2026-01-16,ADV_007,CMP_022,MKT_ID,16274,269,42.1836,0.0,32.2372,Finalized
BIL_00003020,2026-01-16,ADV_007,CMP_022,MKT_MY,3345,39,8.3502,0.0,6.1385,Finalized
BIL_00003021,2026-01-16,ADV_007,CMP_022,MKT_SG,8395,61,16.3362,0.0,12.1594,Finalized
BIL_00003022,2026-01-16,ADV_007,CMP_023,MKT_AE,1832,22,2.4121,0.0,1.7984,Finalized
BIL_00003023,2026-01-16,ADV_007,CMP_023,MKT_ID,35944,373,87.8116,4.3906,67.452,Finalized
BIL_00003024,2026-01-16,ADV_007,CMP_023,MKT_SA,6208,83,13.6969,1.0958,10.58,Finalized
BIL_00003025,2026-01-16,ADV_008,CMP_024,MKT_AE,16459,192,37.0418,0.0,29.6548,Finalized
BIL_00003026,2026-01-16,ADV_008,CMP_024,MKT_ID,90822,852,182.25,0.0,143.5467,Finalized
BIL_00003027,2026-01-16,ADV_008,CMP_025,MKT_AE,17068,222,67.3612,0.0,54.5273,Finalized
BIL_00003028,2026-01-16,ADV_008,CMP_025,MKT_ID,51108,469,87.9783,0.0,66.4744,Finalized
BIL_00003029,2026-01-16,ADV_008,CMP_025,MKT_MY,6705,49,10.6956,0.8556,8.0279,Finalized
BIL_00003030,2026-01-16,ADV_008,CMP_025,MKT_SA,20412,334,49.2746,0.0,38.9169,Finalized
BIL_00003031,2026-01-16,ADV_008,CMP_025,MKT_SG,51068,749,162.8461,0.0,120.1427,Finalized
BIL_00003032,2026-01-16,ADV_008,CMP_025,MKT_TH,15656,115,28.5713,0.0,19.4015,Finalized
BIL_00003033,2026-01-16,ADV_009,CMP_027,MKT_AE,40221,501,93.186,0.0,69.8735,Finalized
BIL_00003034,2026-01-16,ADV_009,CMP_027,MKT_ID,89730,902,213.6707,4.2734,159.8739,Finalized
BIL_00003035,2026-01-16,ADV_009,CMP_027,MKT_MY,20432,207,48.7859,2.4393,39.5183,Finalized
BIL_00003036,2026-01-16,ADV_009,CMP_027,MKT_SA,67160,904,177.2978,8.8649,126.2039,Finalized
BIL_00003037,2026-01-16,ADV_009,CMP_027,MKT_SG,23361,304,55.5157,0.0,44.2194,Finalized
BIL_00003038,2026-01-16,ADV_009,CMP_027,MKT_TH,52572,563,89.8385,0.0,65.7747,Finalized
BIL_00003039,2026-01-16,ADV_009,CMP_028,MKT_ID,96052,1152,280.024,0.0,204.4104,Finalized
BIL_00003040,2026-01-16,ADV_009,CMP_028,MKT_MY,20903,234,51.517,0.0,38.0046,Finalized
BIL_00003041,2026-01-16,ADV_009,CMP_028,MKT_SA,14895,158,60.2787,0.0,48.3588,Finalized
BIL_00003042,2026-01-16,ADV_009,CMP_028,MKT_SG,18120,234,54.1906,1.0838,37.1217,Finalized
BIL_00003043,2026-01-16,ADV_009,CMP_028,MKT_TH,8622,29,13.2172,0.6609,9.6264,Finalized
BIL_00003044,2026-01-16,ADV_009,CMP_029,MKT_AE,13391,142,36.0271,0.0,26.394,Finalized
BIL_00003045,2026-01-16,ADV_009,CMP_029,MKT_SA,26697,316,109.7538,0.0,83.158,Finalized
BIL_00003046,2026-01-16,ADV_009,CMP_029,MKT_SG,29100,261,38.0453,0.0,29.4964,Finalized
BIL_00003047,2026-01-16,ADV_010,CMP_031,MKT_AE,18533,267,75.1172,0.0,56.324,Finalized
BIL_00003048,2026-01-16,ADV_010,CMP_031,MKT_ID,116386,1165,242.353,19.3882,178.4338,Finalized
BIL_00003049,2026-01-16,ADV_010,CMP_031,MKT_MY,14481,191,60.1084,0.0,42.1607,Finalized
BIL_00003050,2026-01-16,ADV_010,CMP_031,MKT_SG,34432,323,52.196,0.0,37.9508,Finalized
BIL_00003051,2026-01-16,ADV_010,CMP_032,MKT_AE,20057,199,30.2323,0.0,24.0045,Finalized
BIL_00003052,2026-01-16,ADV_010,CMP_032,MKT_ID,38191,481,83.4887,0.0,63.9558,Finalized
BIL_00003053,2026-01-16,ADV_010,CMP_032,MKT_MY,30721,378,79.0317,0.0,60.0854,Finalized
BIL_00003054,2026-01-16,ADV_010,CMP_032,MKT_SA,30938,305,49.784,0.0,37.5137,Finalized
BIL_00003055,2026-01-16,ADV_010,CMP_032,MKT_TH,12708,178,52.1041,0.0,39.3401,Finalized
BIL_00003056,2026-01-16,ADV_011,CMP_034,MKT_AE,2423,43,7.0751,0.1415,5.6177,Finalized
BIL_00003057,2026-01-16,ADV_011,CMP_034,MKT_MY,5322,62,9.2053,0.0,7.4319,Finalized
BIL_00003058,2026-01-16,ADV_011,CMP_034,MKT_SA,7751,155,19.3625,0.0,14.8696,Finalized
BIL_00003059,2026-01-16,ADV_011,CMP_034,MKT_TH,3714,29,9.7126,0.4856,7.8926,Finalized
BIL_00003060,2026-01-16,ADV_011,CMP_037,MKT_AE,3330,9,4.2578,0.0,3.3295,Finalized
BIL_00003061,2026-01-16,ADV_011,CMP_037,MKT_ID,36240,398,88.7383,0.0,64.3922,Finalized
BIL_00003062,2026-01-16,ADV_011,CMP_037,MKT_MY,6418,65,15.0413,0.3008,11.9413,Finalized
BIL_00003063,2026-01-16,ADV_011,CMP_037,MKT_SG,7132,45,18.507,0.0,13.6588,Finalized
BIL_00003064,2026-01-16,ADV_012,CMP_039,MKT_ID,90338,1191,220.9197,4.4184,163.2148,Finalized
BIL_00003065,2026-01-16,ADV_012,CMP_039,MKT_MY,21046,131,54.5014,0.0,40.973,Finalized
BIL_00003066,2026-01-16,ADV_012,CMP_039,MKT_SA,10189,156,34.6195,0.0,25.7195,Finalized
BIL_00003067,2026-01-16,ADV_012,CMP_039,MKT_TH,10223,180,29.3457,0.0,20.7406,Finalized
BIL_00003068,2026-01-16,ADV_012,CMP_040,MKT_ID,56906,663,189.7355,0.0,140.0121,Finalized
BIL_00003069,2026-01-16,ADV_012,CMP_040,MKT_MY,31810,456,96.524,0.0,74.6273,Finalized
BIL_00003070,2026-01-16,ADV_012,CMP_040,MKT_SA,23947,416,56.4158,0.0,45.7758,Finalized
BIL_00003071,2026-01-16,ADV_012,CMP_040,MKT_TH,58973,680,140.3546,0.0,106.2288,Finalized
BIL_00003072,2026-01-16,ADV_013,CMP_042,MKT_AE,18874,197,52.9709,0.0,38.5074,Finalized
BIL_00003073,2026-01-16,ADV_013,CMP_042,MKT_ID,8770,99,18.5766,0.0,13.8105,Finalized
BIL_00003074,2026-01-16,ADV_013,CMP_042,MKT_SA,27934,382,67.624,0.0,50.5524,Finalized
BIL_00003075,2026-01-16,ADV_013,CMP_042,MKT_SG,13746,100,29.4249,0.0,20.7263,Finalized
BIL_00003076,2026-01-16,ADV_013,CMP_042,MKT_TH,3658,52,9.5244,0.0,7.0441,Finalized
BIL_00003077,2026-01-16,ADV_013,CMP_043,MKT_ID,2613,29,3.6391,0.0,2.6245,Finalized
BIL_00003078,2026-01-16,ADV_013,CMP_043,MKT_MY,6209,122,23.2726,0.0,16.8901,Finalized
BIL_00003079,2026-01-16,ADV_013,CMP_043,MKT_SA,14070,156,44.9116,3.5929,30.6598,Finalized
BIL_00003080,2026-01-16,ADV_013,CMP_043,MKT_SG,2815,24,7.182,0.0,5.422,Finalized
BIL_00003081,2026-01-16,ADV_015,CMP_049,MKT_AE,12619,92,26.92,0.0,20.0091,Finalized
BIL_00003082,2026-01-16,ADV_015,CMP_049,MKT_ID,24101,261,51.6857,0.0,40.2512,Finalized
BIL_00003083,2026-01-16,ADV_015,CMP_049,MKT_MY,5162,41,13.2751,0.0,11.0121,Finalized
BIL_00003084,2026-01-16,ADV_015,CMP_049,MKT_SA,7320,67,27.4349,0.0,19.3429,Finalized
BIL_00003085,2026-01-16,ADV_015,CMP_049,MKT_TH,2644,46,7.3831,0.0,5.6762,Finalized
BIL_00003086,2026-01-16,ADV_016,CMP_052,MKT_SG,2124,18,3.0284,0.0,2.3757,Finalized
BIL_00003087,2026-01-16,ADV_016,CMP_052,MKT_TH,5477,54,11.2469,0.0,8.3869,Finalized
BIL_00003088,2026-01-16,ADV_016,CMP_053,MKT_ID,7119,46,12.696,0.2539,9.1884,Finalized
BIL_00003089,2026-01-16,ADV_016,CMP_053,MKT_MY,3455,49,8.2796,0.0,6.0701,Finalized
BIL_00003090,2026-01-16,ADV_016,CMP_053,MKT_SA,3354,42,7.7637,0.0,6.3534,Finalized
BIL_00003091,2026-01-16,ADV_016,CMP_053,MKT_SG,2273,25,9.0639,0.0,7.0849,Finalized
BIL_00003092,2026-01-16,ADV_018,CMP_060,MKT_AE,10466,118,29.7891,1.4895,23.2154,Finalized
BIL_00003093,2026-01-16,ADV_018,CMP_060,MKT_ID,31227,435,95.2486,1.905,72.0972,Finalized
BIL_00003094,2026-01-16,ADV_018,CMP_060,MKT_MY,22616,276,37.1833,0.0,25.4741,Finalized
BIL_00003095,2026-01-16,ADV_018,CMP_060,MKT_SG,30190,227,49.8987,0.998,39.9012,Finalized
BIL_00003096,2026-01-16,ADV_018,CMP_060,MKT_TH,14951,85,34.1383,0.0,24.1904,Finalized
BIL_00003097,2026-01-16,ADV_019,CMP_062,MKT_AE,10350,89,30.7312,0.0,23.6596,Finalized
BIL_00003098,2026-01-16,ADV_019,CMP_062,MKT_ID,6377,72,14.2677,0.2854,11.5847,Finalized
BIL_00003099,2026-01-16,ADV_019,CMP_062,MKT_SA,6291,105,23.4728,1.1736,17.075,Finalized
BIL_00003100,2026-01-16,ADV_019,CMP_062,MKT_TH,5728,55,23.6542,1.1827,18.8562,Finalized
BIL_00003101,2026-01-16,ADV_020,CMP_064,MKT_AE,2709,48,4.9473,0.0,3.5704,Finalized
BIL_00003102,2026-01-16,ADV_020,CMP_064,MKT_ID,26672,368,74.4751,0.0,54.8343,Finalized
BIL_00003103,2026-01-16,ADV_020,CMP_064,MKT_MY,24556,280,87.2888,0.0,64.825,Finalized
BIL_00003104,2026-01-16,ADV_020,CMP_064,MKT_SA,5116,38,11.9385,0.0,8.468,Finalized
BIL_00003105,2026-01-16,ADV_020,CMP_064,MKT_SG,6362,26,4.2727,0.0,3.3785,Finalized
BIL_00003106,2026-01-16,ADV_020,CMP_064,MKT_TH,2307,16,4.2642,0.0,3.3693,Finalized
BIL_00003107,2026-01-16,ADV_024,CMP_075,MKT_AE,34245,277,78.0208,1.5604,55.6814,Finalized
BIL_00003108,2026-01-16,ADV_024,CMP_075,MKT_ID,87204,775,196.3883,0.0,151.1582,Finalized
BIL_00003109,2026-01-16,ADV_024,CMP_075,MKT_MY,59403,489,117.5581,0.0,84.8363,Finalized
BIL_00003110,2026-01-16,ADV_024,CMP_075,MKT_SA,6119,38,9.7751,0.0,6.9284,Finalized
BIL_00003111,2026-01-16,ADV_024,CMP_075,MKT_SG,34863,545,98.0102,4.9005,68.2689,Finalized
BIL_00003112,2026-01-16,ADV_024,CMP_075,MKT_TH,59524,468,138.5228,0.0,101.3088,Finalized
BIL_00003113,2026-01-16,ADV_024,CMP_076,MKT_AE,39125,582,95.0838,0.0,69.7412,Finalized
BIL_00003114,2026-01-16,ADV_024,CMP_076,MKT_ID,64675,745,145.1746,2.9035,108.2729,Finalized
BIL_00003115,2026-01-16,ADV_024,CMP_076,MKT_MY,20587,199,80.4635,1.6093,61.2655,Finalized
BIL_00003116,2026-01-16,ADV_024,CMP_076,MKT_SA,20902,272,45.3614,2.2681,34.208,Finalized
BIL_00003117,2026-01-16,ADV_024,CMP_076,MKT_SG,20776,213,37.8949,0.0,28.9782,Finalized
BIL_00003118,2026-01-16,ADV_024,CMP_076,MKT_TH,11057,125,24.3579,0.0,16.9955,Finalized
BIL_00003119,2026-01-17,ADV_001,CMP_002,MKT_ID,6094,67,15.2512,0.305,11.4412,Finalized
BIL_00003120,2026-01-17,ADV_001,CMP_002,MKT_MY,4048,20,8.8496,0.708,6.507,Finalized
BIL_00003121,2026-01-17,ADV_001,CMP_002,MKT_SA,4998,68,16.3128,1.305,11.4273,Finalized
BIL_00003122,2026-01-17,ADV_001,CMP_002,MKT_SG,5489,91,15.6765,0.0,12.1018,Finalized
BIL_00003123,2026-01-17,ADV_001,CMP_002,MKT_TH,5049,64,12.7043,0.0,9.7467,Finalized
BIL_00003124,2026-01-17,ADV_001,CMP_004,MKT_AE,1553,11,2.4592,0.0,1.9916,Finalized
BIL_00003125,2026-01-17,ADV_001,CMP_004,MKT_ID,8256,104,24.2476,1.2124,19.093,Finalized
BIL_00003126,2026-01-17,ADV_001,CMP_004,MKT_MY,1419,15,5.9181,0.1184,4.5164,Finalized
BIL_00003127,2026-01-17,ADV_001,CMP_004,MKT_TH,3585,40,9.6856,0.1937,7.4031,Finalized
BIL_00003128,2026-01-17,ADV_002,CMP_006,MKT_AE,10009,168,32.1029,0.6421,23.4533,Finalized
BIL_00003129,2026-01-17,ADV_002,CMP_006,MKT_ID,22474,305,61.3367,0.0,48.1081,Finalized
BIL_00003130,2026-01-17,ADV_002,CMP_006,MKT_MY,4552,46,5.9842,0.4787,4.3361,Finalized
BIL_00003131,2026-01-17,ADV_002,CMP_006,MKT_SA,5970,40,14.9116,1.1929,10.4318,Finalized
BIL_00003132,2026-01-17,ADV_002,CMP_006,MKT_TH,28181,329,62.7741,1.2555,49.2978,Finalized
BIL_00003133,2026-01-17,ADV_002,CMP_008,MKT_AE,14145,175,33.3441,0.0,23.907,Finalized
BIL_00003134,2026-01-17,ADV_002,CMP_008,MKT_MY,10289,156,38.4176,0.0,28.0635,Finalized
BIL_00003135,2026-01-17,ADV_003,CMP_010,MKT_ID,3459,18,3.1237,0.0,2.4068,Finalized
BIL_00003136,2026-01-17,ADV_003,CMP_010,MKT_MY,7943,126,22.1282,0.0,17.5174,Finalized
BIL_00003137,2026-01-17,ADV_003,CMP_010,MKT_SG,10015,106,40.5539,0.0,30.3381,Finalized
BIL_00003138,2026-01-17,ADV_004,CMP_012,MKT_AE,2741,20,6.3751,0.0,5.1534,Finalized
BIL_00003139,2026-01-17,ADV_004,CMP_012,MKT_ID,7733,71,25.6381,0.0,18.6515,Finalized
BIL_00003140,2026-01-17,ADV_004,CMP_012,MKT_MY,2973,45,4.2112,0.0,3.3362,Finalized
BIL_00003141,2026-01-17,ADV_005,CMP_014,MKT_AE,9410,106,14.6775,0.2936,9.9209,Finalized
BIL_00003142,2026-01-17,ADV_005,CMP_014,MKT_ID,10649,118,19.0134,0.0,13.4737,Finalized
BIL_00003143,2026-01-17,ADV_005,CMP_014,MKT_MY,6418,108,19.8286,0.3966,13.3113,Finalized
BIL_00003144,2026-01-17,ADV_005,CMP_014,MKT_SA,23885,320,58.0645,0.0,43.324,Finalized
BIL_00003145,2026-01-17,ADV_005,CMP_014,MKT_SG,4043,65,14.95,0.0,10.512,Finalized
BIL_00003146,2026-01-17,ADV_005,CMP_016,MKT_AE,14085,104,36.1378,0.0,28.0451,Finalized
BIL_00003147,2026-01-17,ADV_005,CMP_016,MKT_ID,50880,419,111.0027,5.5501,83.7259,Finalized
BIL_00003148,2026-01-17,ADV_005,CMP_016,MKT_MY,5191,83,19.6362,0.0,15.6442,Finalized
BIL_00003149,2026-01-17,ADV_005,CMP_016,MKT_SA,2881,24,6.2336,0.1247,4.6565,Finalized
BIL_00003150,2026-01-17,ADV_005,CMP_016,MKT_SG,7910,76,11.7502,0.235,8.4847,Finalized
BIL_00003151,2026-01-17,ADV_007,CMP_020,MKT_AE,5462,41,12.1516,0.0,9.4447,Finalized
BIL_00003152,2026-01-17,ADV_007,CMP_020,MKT_ID,17367,93,22.6132,1.1307,16.9001,Finalized
BIL_00003153,2026-01-17,ADV_007,CMP_020,MKT_MY,7770,111,26.0214,0.0,19.5904,Finalized
BIL_00003154,2026-01-17,ADV_007,CMP_022,MKT_SA,7589,58,10.6775,0.5339,8.6571,Finalized
BIL_00003155,2026-01-17,ADV_007,CMP_022,MKT_SG,5311,51,12.2045,0.9764,8.9597,Finalized
BIL_00003156,2026-01-17,ADV_007,CMP_022,MKT_TH,8061,129,25.6446,0.0,19.7925,Finalized
BIL_00003157,2026-01-17,ADV_007,CMP_023,MKT_ID,3274,17,4.4793,0.0,3.6305,Finalized
BIL_00003158,2026-01-17,ADV_007,CMP_023,MKT_MY,6033,63,14.362,0.0,10.2633,Finalized
BIL_00003159,2026-01-17,ADV_008,CMP_024,MKT_SG,16450,221,32.3339,0.0,22.4031,Finalized
BIL_00003160,2026-01-17,ADV_008,CMP_024,MKT_TH,28782,200,57.6291,0.0,40.7482,Finalized
BIL_00003161,2026-01-17,ADV_008,CMP_025,MKT_AE,16561,279,45.9009,2.295,30.9287,Finalized
BIL_00003162,2026-01-17,ADV_008,CMP_025,MKT_ID,10076,119,22.6038,0.0,16.9723,Finalized
BIL_00003163,2026-01-17,ADV_008,CMP_025,MKT_SA,20755,326,76.9318,3.8466,56.6229,Finalized
BIL_00003164,2026-01-17,ADV_008,CMP_025,MKT_SG,9978,105,26.5057,0.0,18.354,Finalized
BIL_00003165,2026-01-17,ADV_009,CMP_027,MKT_AE,8481,114,18.6484,0.0,13.9489,Finalized
BIL_00003166,2026-01-17,ADV_009,CMP_027,MKT_ID,37313,371,66.5813,0.0,53.7461,Finalized
BIL_00003167,2026-01-17,ADV_009,CMP_027,MKT_MY,50123,585,121.5467,0.0,93.0686,Finalized
BIL_00003168,2026-01-17,ADV_009,CMP_027,MKT_SA,10540,130,36.5383,0.0,29.4748,Finalized
BIL_00003169,2026-01-17,ADV_009,CMP_027,MKT_SG,21128,267,51.1544,1.0231,39.5419,Finalized
BIL_00003170,2026-01-17,ADV_009,CMP_027,MKT_TH,23756,256,50.9095,2.5455,36.6853,Finalized
BIL_00003171,2026-01-17,ADV_009,CMP_028,MKT_AE,8364,62,15.9792,0.3196,11.5506,Finalized
BIL_00003172,2026-01-17,ADV_009,CMP_028,MKT_ID,13800,182,33.4658,1.6733,22.9839,Finalized
BIL_00003173,2026-01-17,ADV_009,CMP_029,MKT_ID,19872,92,28.9028,0.0,20.8305,Finalized
BIL_00003174,2026-01-17,ADV_009,CMP_029,MKT_MY,7767,51,15.2573,0.0,11.0842,Finalized
BIL_00003175,2026-01-17,ADV_009,CMP_029,MKT_SG,26515,489,90.4929,0.0,64.955,Finalized
BIL_00003176,2026-01-17,ADV_010,CMP_030,MKT_AE,14744,257,36.5054,0.0,25.3761,Finalized
BIL_00003177,2026-01-17,ADV_010,CMP_030,MKT_ID,17308,211,27.014,1.3507,20.5417,Finalized
BIL_00003178,2026-01-17,ADV_010,CMP_030,MKT_SG,10585,168,42.6363,0.8527,34.1785,Finalized
BIL_00003179,2026-01-17,ADV_010,CMP_031,MKT_ID,82383,931,217.176,4.3435,165.6739,Finalized
BIL_00003180,2026-01-17,ADV_010,CMP_031,MKT_MY,52569,539,139.9856,0.0,105.0468,Finalized
BIL_00003181,2026-01-17,ADV_010,CMP_031,MKT_SG,15811,259,54.9031,0.0,43.6681,Finalized
BIL_00003182,2026-01-17,ADV_010,CMP_031,MKT_TH,42891,455,86.4838,0.0,66.9635,Finalized
BIL_00003183,2026-01-17,ADV_010,CMP_032,MKT_AE,33651,311,58.0698,0.0,44.3296,Finalized
BIL_00003184,2026-01-17,ADV_010,CMP_032,MKT_ID,82037,834,182.0701,0.0,132.7386,Finalized
BIL_00003185,2026-01-17,ADV_010,CMP_032,MKT_MY,6228,105,19.9268,1.5941,13.9702,Finalized
BIL_00003186,2026-01-17,ADV_010,CMP_032,MKT_TH,7499,143,19.194,0.0,13.3468,Finalized
BIL_00003187,2026-01-17,ADV_011,CMP_034,MKT_ID,11181,43,21.5885,1.7271,15.8437,Finalized
BIL_00003188,2026-01-17,ADV_011,CMP_034,MKT_MY,10133,59,20.7008,0.0,14.8388,Finalized
BIL_00003189,2026-01-17,ADV_011,CMP_034,MKT_SA,6567,76,11.456,0.5728,8.8447,Finalized
BIL_00003190,2026-01-17,ADV_011,CMP_034,MKT_SG,6689,85,25.1803,0.0,19.5869,Finalized
BIL_00003191,2026-01-17,ADV_011,CMP_037,MKT_AE,6960,60,11.43,0.2286,8.61,Finalized
BIL_00003192,2026-01-17,ADV_011,CMP_037,MKT_ID,17143,113,33.0166,0.0,24.8331,Finalized
BIL_00003193,2026-01-17,ADV_011,CMP_037,MKT_MY,18662,256,52.9227,0.0,38.2184,Finalized
BIL_00003194,2026-01-17,ADV_011,CMP_037,MKT_SA,19376,223,50.3774,0.0,35.3281,Finalized
BIL_00003195,2026-01-17,ADV_011,CMP_037,MKT_TH,10558,148,41.4178,0.0,32.9109,Finalized
BIL_00003196,2026-01-17,ADV_012,CMP_039,MKT_AE,33879,257,82.0604,0.0,62.9574,Finalized
BIL_00003197,2026-01-17,ADV_012,CMP_039,MKT_MY,18428,281,69.3629,1.3873,52.817,Finalized
BIL_00003198,2026-01-17,ADV_012,CMP_039,MKT_SA,30483,341,116.3027,2.3261,93.7662,Finalized
BIL_00003199,2026-01-17,ADV_012,CMP_039,MKT_SG,33321,412,66.9727,0.0,47.3155,Finalized
BIL_00003200,2026-01-17,ADV_012,CMP_040,MKT_AE,13670,37,20.2761,0.0,16.66,Finalized
BIL_00003201,2026-01-17,ADV_012,CMP_040,MKT_ID,16172,164,35.3363,1.7668,27.2989,Finalized
BIL_00003202,2026-01-17,ADV_012,CMP_040,MKT_MY,44730,573,90.2767,0.0,67.9723,Finalized
BIL_00003203,2026-01-17,ADV_012,CMP_040,MKT_SA,76935,1043,175.8007,0.0,131.1168,Finalized
BIL_00003204,2026-01-17,ADV_012,CMP_040,MKT_SG,24165,298,53.3217,1.0664,37.0018,Finalized
BIL_00003205,2026-01-17,ADV_012,CMP_040,MKT_TH,16418,88,35.5804,0.0,26.6416,Finalized
BIL_00003206,2026-01-17,ADV_012,CMP_041,MKT_AE,9461,46,22.6504,0.453,17.437,Finalized
BIL_00003207,2026-01-17,ADV_012,CMP_041,MKT_ID,42272,436,107.5665,5.3783,79.7297,Finalized
BIL_00003208,2026-01-17,ADV_012,CMP_041,MKT_MY,16556,198,53.9634,0.0,40.7068,Finalized
BIL_00003209,2026-01-17,ADV_012,CMP_041,MKT_SA,5054,34,17.6257,0.0,14.0856,Finalized
BIL_00003210,2026-01-17,ADV_012,CMP_041,MKT_TH,44952,316,94.7419,1.8948,66.732,Finalized
BIL_00003211,2026-01-17,ADV_013,CMP_042,MKT_MY,13301,114,29.2026,0.5841,22.281,Finalized
BIL_00003212,2026-01-17,ADV_013,CMP_042,MKT_SG,6561,75,14.6248,1.17,11.4027,Finalized
BIL_00003213,2026-01-17,ADV_013,CMP_042,MKT_TH,3028,38,4.1154,0.0,2.9223,Finalized
BIL_00003214,2026-01-17,ADV_013,CMP_043,MKT_ID,15335,75,28.7257,0.0,21.2359,Finalized
BIL_00003215,2026-01-17,ADV_013,CMP_043,MKT_SA,21165,199,44.8136,0.8963,33.45,Finalized
BIL_00003216,2026-01-17,ADV_013,CMP_043,MKT_SG,2662,21,6.6077,0.0,4.6523,Finalized
BIL_00003217,2026-01-17,ADV_015,CMP_049,MKT_AE,8733,143,35.5787,0.0,27.1778,Finalized
BIL_00003218,2026-01-17,ADV_015,CMP_049,MKT_ID,21083,202,44.2365,0.0,34.5655,Finalized
BIL_00003219,2026-01-17,ADV_015,CMP_049,MKT_MY,4324,27,9.0827,0.0,6.2417,Finalized
BIL_00003220,2026-01-17,ADV_015,CMP_049,MKT_SG,10355,133,23.4568,0.0,19.2896,Finalized
BIL_00003221,2026-01-17,ADV_016,CMP_052,MKT_ID,7086,120,21.4325,0.4286,15.7736,Finalized
BIL_00003222,2026-01-17,ADV_016,CMP_052,MKT_MY,3066,45,12.7948,0.2559,10.3041,Finalized
BIL_00003223,2026-01-17,ADV_016,CMP_053,MKT_AE,3087,17,5.6502,0.113,4.231,Finalized
BIL_00003224,2026-01-17,ADV_016,CMP_053,MKT_ID,16917,153,40.3002,0.0,30.8535,Finalized
BIL_00003225,2026-01-17,ADV_016,CMP_053,MKT_MY,9105,80,22.4377,0.0,16.3635,Finalized
BIL_00003226,2026-01-17,ADV_016,CMP_053,MKT_SA,8163,90,22.5141,1.1257,17.4603,Finalized
BIL_00003227,2026-01-17,ADV_016,CMP_053,MKT_TH,7028,71,12.4954,0.6248,9.5863,Finalized
BIL_00003228,2026-01-17,ADV_017,CMP_058,MKT_ID,19643,253,57.6382,4.6111,42.8401,Finalized
BIL_00003229,2026-01-17,ADV_017,CMP_058,MKT_MY,12098,171,44.901,0.0,32.4082,Finalized
